EmployeeID,Age,BusinessTravel,Department,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Avg_Working_Time,JobInvolvement,PerformanceRating
1779,47,Travel_Frequently,Research & Development,Male,Entry Level,Research Director,Single,27740,4.0,13,8.0,2,5,1,3,2.0,High,Excellent
1780,34,Travel_Rarely,Research & Development,Male,Entry Level,Research Scientist,Single,45050,1.0,12,6.0,3,6,1,4,6.0,High,Excellent
1781,55,Travel_Rarely,Human Resources,Male,Senior Level,Laboratory Technician,Married,74280,5.0,12,24.0,2,5,1,4,4.8,High,Excellent
1782,36,Non-Travel,Research & Development,Male,Executive,Sales Executive,Single,116310,1.0,18,10.0,2,10,0,9,10.0,Low,Excellent
1783,52,Non-Travel,Research & Development,Male,Executive,Sales Executive,Married,97380,0.0,18,5.0,2,4,1,2,inf,High,Excellent
1784,26,Travel_Frequently,Research & Development,Male,Entry Level,Manufacturing Director,Divorced,28350,3.0,11,5.0,2,2,2,0,1.6666666666666667,High,Excellent
1785,29,Travel_Rarely,Research & Development,Male,Mid Level,Manufacturing Director,Married,169590,4.0,14,11.0,5,8,1,1,2.75,High,Excellent
1786,26,Travel_Rarely,Research & Development,Male,Junior Level,Laboratory Technician,Single,26130,6.0,19,6.0,2,4,1,2,1.0,High,Excellent
1787,34,Travel_Rarely,Research & Development,Male,Junior Level,Manufacturing Director,Single,61460,2.0,12,10.0,3,4,1,3,5.0,High,Excellent
1788,54,Travel_Rarely,Research & Development,Female,Junior Level,Laboratory Technician,Divorced,49630,9.0,15,9.0,2,5,1,4,1.0,High,Excellent
1789,27,Travel_Frequently,Research & Development,Female,Senior Level,Research Scientist,Married,195370,0.0,12,5.0,5,4,1,1,inf,High,Excellent
1790,37,Travel_Rarely,Sales,Male,Junior Level,Manufacturing Director,Divorced,61720,0.0,11,6.0,1,5,4,3,inf,High,Excellent
1791,38,Travel_Frequently,Sales,Female,Junior Level,Research Scientist,Single,23680,6.0,11,17.0,3,15,4,12,2.8333333333333335,High,Excellent
1792,34,Travel_Rarely,Sales,Male,Entry Level,Sales Representative,Single,103120,1.0,12,6.0,2,6,1,3,6.0,High,Excellent
1793,35,Travel_Rarely,Research & Development,Male,Mid Level,Manager,Married,16750,1.0,16,3.0,6,3,0,2,3.0,Medium,Excellent
1794,30,Travel_Rarely,Research & Development,Male,Entry Level,Laboratory Technician,Married,25230,3.0,13,7.0,2,2,0,2,2.3333333333333335,High,Excellent
1795,40,Travel_Frequently,Research & Development,Male,Junior Level,Manufacturing Director,Married,65670,1.0,13,8.0,3,8,3,7,8.0,Very High,Excellent
1796,34,Travel_Rarely,Research & Development,Male,Mid Level,Healthcare Representative,Married,47390,5.0,24,6.0,2,3,1,2,1.2,High,Outstanding
1797,42,Travel_Frequently,Research & Development,Male,Entry Level,Manufacturing Director,Divorced,92080,1.0,15,24.0,2,24,14,9,24.0,Very High,Excellent
1798,23,Travel_Rarely,Sales,Female,Senior Level,Manufacturing Director,Married,45590,1.0,18,1.0,2,0,0,0,1.0,Medium,Excellent
1799,24,Non-Travel,Sales,Female,Entry Level,Manufacturing Director,Divorced,81890,1.0,14,1.0,3,1,0,0,1.0,High,Excellent
1800,52,Travel_Rarely,Research & Development,Male,Junior Level,Manufacturing Director,Married,29420,8.0,11,9.0,1,5,1,4,1.125,Medium,Excellent
1801,50,Travel_Rarely,Research & Development,Male,Junior Level,Sales Executive,Married,49410,5.0,11,30.0,3,4,0,3,6.0,Low,Excellent
1802,29,Travel_Rarely,Sales,Female,Senior Level,Research Scientist,Married,106500,1.0,13,1.0,2,1,0,0,1.0,Very High,Excellent
1803,33,Travel_Rarely,Research & Development,Male,Senior Level,Manufacturing Director,Married,59020,0.0,12,14.0,2,13,3,7,inf,High,Excellent
1804,33,Travel_Rarely,Research & Development,Male,Entry Level,Human Resources,Single,86390,5.0,16,6.0,3,3,0,2,1.2,Medium,Excellent
1805,47,Travel_Rarely,Research & Development,Male,Junior Level,Manager,Married,63470,1.0,14,26.0,2,26,3,0,26.0,Very High,Excellent
1806,36,Travel_Rarely,Sales,Female,Junior Level,Sales Executive,Married,42000,0.0,22,10.0,3,9,0,5,inf,High,Outstanding
1807,29,Travel_Rarely,Research & Development,Male,Entry Level,Research Scientist,Married,34520,1.0,11,10.0,3,10,0,7,10.0,Medium,Excellent
1808,58,Travel_Rarely,Research & Development,Female,Junior Level,Research Scientist,Single,43170,7.0,17,40.0,2,31,13,8,5.714285714285714,High,Excellent
1809,35,Travel_Rarely,Sales,Female,Entry Level,Research Scientist,Single,26320,3.0,13,7.0,3,2,2,2,2.3333333333333335,Very High,Excellent
1810,42,Travel_Rarely,Sales,Male,Junior Level,Laboratory Technician,Married,46680,9.0,18,8.0,2,4,0,2,0.8888888888888888,High,Excellent
1811,28,Travel_Rarely,Research & Development,Female,Junior Level,Sales Executive,Single,32040,6.0,16,5.0,4,2,2,1,0.8333333333333334,Medium,Excellent
1812,36,Travel_Rarely,Research & Development,Male,Junior Level,Healthcare Representative,Married,27200,4.0,14,8.0,3,5,0,4,2.0,High,Excellent
1813,32,Travel_Rarely,Research & Development,Male,Junior Level,Manufacturing Director,Married,171810,1.0,14,14.0,2,14,6,8,14.0,Medium,Excellent
1814,40,Travel_Frequently,Sales,Male,Mid Level,Manufacturing Director,Single,22380,6.0,14,10.0,3,1,0,0,1.6666666666666667,High,Excellent
1815,30,Travel_Rarely,Research & Development,Male,Junior Level,Research Director,Single,14830,5.0,13,12.0,3,0,0,0,2.4,High,Excellent
1816,45,Travel_Rarely,Research & Development,Male,Entry Level,Research Director,Single,56050,1.0,12,1.0,2,1,0,0,1.0,High,Excellent
1817,42,Travel_Rarely,Research & Development,Male,Junior Level,Sales Representative,Married,72950,1.0,15,10.0,3,9,7,8,10.0,High,Excellent
1818,38,Travel_Frequently,Sales,Male,Junior Level,Research Scientist,Divorced,23060,2.0,19,13.0,5,4,1,2,6.5,High,Excellent
1819,34,Travel_Frequently,Research & Development,Male,Mid Level,Laboratory Technician,Single,23480,1.0,14,6.0,3,5,1,3,6.0,High,Excellent
1820,49,Travel_Rarely,Sales,Female,Junior Level,Healthcare Representative,Married,89980,1.0,14,9.0,2,9,7,7,9.0,Very High,Excellent
1821,55,Travel_Rarely,Human Resources,Male,Senior Level,Manufacturing Director,Single,43190,4.0,11,12.0,3,9,7,3,3.0,Very High,Excellent
1822,43,Travel_Rarely,Research & Development,Male,Junior Level,Healthcare Representative,Married,61320,6.0,13,22.0,3,4,1,0,3.6666666666666665,Medium,Excellent
1823,27,Travel_Rarely,Sales,Male,Junior Level,Manager,Divorced,33460,1.0,21,9.0,2,9,0,8,9.0,Medium,Outstanding
1824,35,Travel_Rarely,Research & Development,Male,Entry Level,Research Director,Single,108550,3.0,13,17.0,2,8,1,6,5.666666666666667,High,Excellent
1825,28,Travel_Rarely,Sales,Female,Entry Level,Sales Executive,Married,22310,1.0,12,8.0,3,8,7,5,8.0,Medium,Excellent
1826,34,Travel_Rarely,Sales,Male,Senior Level,Research Scientist,Married,23230,0.0,17,4.0,2,3,0,2,inf,High,Excellent
1827,26,Travel_Frequently,Research & Development,Female,Entry Level,Sales Executive,Married,20240,1.0,23,8.0,2,8,1,7,8.0,High,Outstanding
1828,27,Non-Travel,Sales,Female,Entry Level,Sales Executive,Married,27130,1.0,11,0.0,2,0,0,0,0.0,High,Excellent
1829,51,Travel_Rarely,Sales,Male,Mid Level,Research Scientist,Married,94390,2.0,15,29.0,0,20,4,17,14.5,High,Excellent
1830,44,Travel_Rarely,Sales,Female,Entry Level,Sales Executive,Single,25660,9.0,11,10.0,3,5,2,3,1.1111111111111112,High,Excellent
1831,25,Travel_Rarely,Research & Development,Male,Entry Level,Laboratory Technician,Single,199260,7.0,11,6.0,5,4,0,1,0.8571428571428571,Very High,Excellent
1832,33,Travel_Rarely,Research & Development,Male,Mid Level,Laboratory Technician,Divorced,24510,1.0,13,9.0,3,9,0,8,9.0,Medium,Excellent
1833,35,Travel_Rarely,Sales,Female,Junior Level,Manager,Single,94190,1.0,24,6.0,5,6,1,1,6.0,Medium,Outstanding
1834,36,Travel_Rarely,Sales,Male,Mid Level,Manager,Married,86860,1.0,13,18.0,2,18,4,11,18.0,High,Excellent
1835,32,Travel_Rarely,Research & Development,Female,Senior Level,Sales Executive,Divorced,30380,2.0,20,8.0,3,5,0,3,4.0,High,Outstanding
1836,30,Travel_Frequently,Research & Development,Male,Executive,Sales Representative,Divorced,30580,9.0,14,10.0,2,5,0,3,1.1111111111111112,High,Excellent
1837,53,Travel_Rarely,Sales,Male,Senior Level,Sales Executive,Married,23250,7.0,18,35.0,1,5,0,4,5.0,Very High,Excellent
1838,45,Travel_Rarely,Research & Development,Male,Junior Level,Healthcare Representative,Divorced,20880,4.0,15,18.0,2,5,0,2,4.5,High,Excellent
1839,32,Travel_Rarely,Sales,Female,Entry Level,Human Resources,Married,30720,5.0,12,9.0,4,5,1,3,1.8,Low,Excellent
1840,52,Travel_Frequently,Research & Development,Male,Junior Level,Laboratory Technician,Married,50060,3.0,16,31.0,2,9,0,0,10.333333333333334,High,Excellent
1841,37,Travel_Rarely,Sales,Female,Senior Level,Laboratory Technician,Divorced,42570,4.0,15,9.0,2,1,0,0,2.25,High,Excellent
1842,28,Travel_Rarely,Research & Development,Female,Entry Level,Healthcare Representative,Divorced,25000,1.0,16,6.0,3,5,0,4,6.0,High,Excellent
1843,22,Travel_Rarely,Research & Development,Male,Entry Level,Sales Representative,Married,11020,6.0,19,4.0,3,2,2,2,0.6666666666666666,Medium,Excellent
1844,44,Travel_Rarely,Research & Development,Female,Entry Level,Laboratory Technician,Married,104530,2.0,11,10.0,2,3,0,2,5.0,High,Excellent
1845,42,Travel_Frequently,Sales,Female,Junior Level,Laboratory Technician,Single,22880,5.0,16,8.0,4,2,2,2,1.6,Medium,Excellent
1846,36,Travel_Rarely,Research & Development,Male,Junior Level,Research Scientist,Married,39290,0.0,24,6.0,6,5,0,3,inf,Medium,Outstanding
1847,25,Travel_Rarely,Sales,Female,Entry Level,Laboratory Technician,Married,23110,1.0,11,5.0,2,5,0,3,5.0,High,Excellent
1848,35,Travel_Rarely,Research & Development,Female,Entry Level,Healthcare Representative,Married,31400,1.0,13,17.0,2,17,5,15,17.0,Medium,Excellent
1849,35,Travel_Frequently,Sales,Female,Entry Level,Laboratory Technician,Divorced,36900,1.0,13,10.0,2,10,7,8,10.0,Very High,Excellent
1850,32,Non-Travel,Research & Development,Male,Entry Level,Sales Executive,Divorced,44500,0.0,13,4.0,3,3,0,2,inf,High,Excellent
1851,25,Travel_Rarely,Sales,Female,Senior Level,Research Scientist,Married,27560,1.0,12,5.0,2,5,0,3,5.0,High,Excellent
1852,49,Travel_Rarely,Sales,Female,Junior Level,Sales Representative,Married,190330,2.0,18,7.0,5,4,0,2,3.5,High,Excellent
1853,24,Non-Travel,Research & Development,Male,Junior Level,Healthcare Representative,Married,187220,0.0,22,6.0,3,5,3,4,inf,High,Outstanding
1854,32,Travel_Frequently,Research & Development,Male,Entry Level,Research Scientist,Married,95470,1.0,13,10.0,3,10,5,3,10.0,Medium,Excellent
1855,38,Travel_Rarely,Sales,Male,Entry Level,Sales Executive,Married,137340,0.0,13,3.0,3,2,1,2,inf,Very High,Excellent
1856,42,Travel_Rarely,Research & Development,Female,Junior Level,Research Scientist,Married,199990,2.0,23,17.0,6,5,1,3,8.5,High,Outstanding
1857,31,Travel_Rarely,Research & Development,Female,Mid Level,Sales Executive,Married,22790,3.0,12,8.0,3,6,0,2,2.6666666666666665,High,Excellent
1858,29,Travel_Rarely,Sales,Male,Mid Level,Laboratory Technician,Divorced,59160,6.0,12,5.0,2,3,0,2,0.8333333333333334,High,Excellent
1859,53,Travel_Rarely,Research & Development,Male,Entry Level,Sales Representative,Married,20890,5.0,16,28.0,2,2,2,2,5.6,Medium,Excellent
1860,35,Travel_Rarely,Research & Development,Male,Mid Level,Healthcare Representative,Married,167920,3.0,12,16.0,3,13,4,8,5.333333333333333,Very High,Excellent
1861,37,Travel_Frequently,Research & Development,Female,Mid Level,Human Resources,Married,35640,5.0,11,10.0,1,5,0,0,2.0,Low,Excellent
1862,53,Travel_Rarely,Research & Development,Male,Entry Level,Sales Executive,Single,44250,6.0,22,33.0,2,12,3,8,5.5,Very High,Outstanding
1863,43,Travel_Frequently,Research & Development,Male,Entry Level,Laboratory Technician,Married,52650,4.0,11,12.0,4,5,2,2,3.0,High,Excellent
1864,47,Travel_Rarely,Sales,Female,Mid Level,Research Director,Married,65530,0.0,15,8.0,2,7,7,7,inf,High,Excellent
1865,37,Non-Travel,Research & Development,Female,Junior Level,Research Scientist,Single,62610,1.0,12,10.0,1,10,0,9,10.0,High,Excellent
1866,50,Non-Travel,Research & Development,Female,Entry Level,Laboratory Technician,Divorced,42980,1.0,20,31.0,6,31,14,7,31.0,High,Outstanding
1867,39,Travel_Rarely,Research & Development,Female,Mid Level,Human Resources,Married,68040,8.0,14,13.0,3,5,0,4,1.625,Medium,Excellent
1868,33,Travel_Rarely,Sales,Male,Junior Level,Manufacturing Director,Divorced,38150,3.0,11,7.0,3,4,0,3,2.3333333333333335,High,Excellent
1869,32,Travel_Rarely,Research & Development,Female,Entry Level,Laboratory Technician,Single,27410,1.0,15,1.0,5,1,0,1,1.0,Medium,Excellent
1870,29,Travel_Rarely,Research & Development,Female,Senior Level,Healthcare Representative,Divorced,66730,6.0,12,8.0,2,4,0,3,1.3333333333333333,Very High,Excellent
1871,44,Travel_Rarely,Research & Development,Male,Junior Level,Manufacturing Director,Married,76390,1.0,14,8.0,6,8,7,1,8.0,High,Excellent
1872,28,Travel_Rarely,Sales,Female,Entry Level,Research Scientist,Single,23280,1.0,11,4.0,3,4,0,2,4.0,High,Excellent
1873,58,Travel_Frequently,Sales,Male,Entry Level,Sales Executive,Divorced,21530,9.0,11,3.0,3,1,0,0,0.3333333333333333,High,Excellent
1874,43,Travel_Rarely,Sales,Male,Junior Level,Sales Executive,Divorced,48760,4.0,16,4.0,4,1,0,0,1.0,High,Excellent
1875,20,Travel_Rarely,Research & Development,Male,Junior Level,Sales Executive,Single,93960,1.0,12,2.0,6,2,0,2,2.0,Low,Excellent
1876,21,Travel_Rarely,Research & Development,Male,Junior Level,Sales Executive,Single,104000,1.0,13,1.0,2,1,0,0,1.0,High,Excellent
1877,36,Travel_Rarely,Research & Development,Male,Entry Level,Laboratory Technician,Married,84740,0.0,14,17.0,3,16,4,11,inf,High,Excellent
1878,47,Travel_Rarely,Research & Development,Male,Junior Level,Manufacturing Director,Single,99810,1.0,21,3.0,3,3,1,2,3.0,High,Outstanding
1879,22,Travel_Rarely,Research & Development,Female,Entry Level,Laboratory Technician,Married,124900,0.0,13,4.0,3,3,0,2,inf,High,Excellent
1880,41,Travel_Rarely,Research & Development,Female,Junior Level,Sales Executive,Divorced,26570,4.0,11,10.0,3,7,1,0,2.5,Very High,Excellent
1881,28,Travel_Rarely,Research & Development,Female,Mid Level,Manager,Divorced,135910,5.0,20,6.0,2,2,2,2,1.2,High,Outstanding
1882,39,Travel_Rarely,Research & Development,Female,Senior Level,Human Resources,Married,66960,7.0,11,8.0,3,2,2,2,1.1428571428571428,High,Excellent
1883,27,Travel_Rarely,Research & Development,Male,Entry Level,Research Scientist,Single,20580,1.0,14,1.0,5,1,0,0,1.0,High,Excellent
1884,34,Travel_Rarely,Research & Development,Male,Junior Level,Human Resources,Divorced,88650,1.0,11,1.0,0,1,1,0,1.0,High,Excellent
1885,42,Travel_Rarely,Sales,Male,Junior Level,Human Resources,Single,59400,7.0,16,10.0,2,5,0,3,1.4285714285714286,Medium,Excellent
1886,33,Travel_Rarely,Sales,Female,Entry Level,Sales Executive,Single,59140,3.0,16,6.0,4,3,0,2,2.0,High,Excellent
1887,58,Travel_Rarely,Research & Development,Male,Entry Level,Research Scientist,Divorced,26220,2.0,23,24.0,3,6,0,4,12.0,High,Outstanding
1888,31,Travel_Rarely,Sales,Female,Entry Level,Sales Representative,Married,121850,3.0,14,13.0,2,7,5,2,4.333333333333333,High,Excellent
1889,35,Travel_Rarely,Research & Development,Male,Mid Level,Healthcare Representative,Married,106090,1.0,22,10.0,3,10,0,7,10.0,High,Outstanding
1890,49,Travel_Rarely,Research & Development,Female,Junior Level,Sales Executive,Married,43450,4.0,15,29.0,3,26,1,7,7.25,Medium,Excellent
1891,48,Travel_Rarely,Research & Development,Male,Entry Level,Research Scientist,Married,21770,4.0,18,13.0,4,0,0,0,3.25,High,Excellent
1892,31,Non-Travel,Research & Development,Female,Junior Level,Sales Executive,Married,27930,1.0,16,9.0,4,9,0,0,9.0,High,Excellent
1893,36,Travel_Rarely,Human Resources,Male,Entry Level,Sales Executive,Single,79180,2.0,12,8.0,3,6,0,1,4.0,Medium,Excellent
1894,38,Travel_Rarely,Sales,Male,Junior Level,Sales Executive,Married,87890,1.0,11,15.0,4,15,5,11,15.0,High,Excellent
1895,32,Non-Travel,Sales,Male,Entry Level,Laboratory Technician,Married,23890,6.0,12,5.0,4,3,0,2,0.8333333333333334,Medium,Excellent
1896,25,Travel_Rarely,Research & Development,Male,Entry Level,Sales Executive,Married,32120,1.0,15,1.0,3,1,0,0,1.0,Medium,Excellent
1897,40,Travel_Rarely,Research & Development,Male,Junior Level,Research Scientist,Divorced,192320,2.0,14,11.0,3,1,0,0,5.5,High,Excellent
1898,26,Travel_Frequently,Sales,Male,Junior Level,Healthcare Representative,Single,22670,1.0,19,7.0,2,7,0,7,7.0,Medium,Excellent
1899,41,Travel_Rarely,Research & Development,Male,Entry Level,Research Scientist,Single,195170,2.0,13,20.0,5,18,2,17,10.0,High,Excellent
1900,36,Travel_Rarely,Research & Development,Female,Junior Level,Healthcare Representative,Single,24360,4.0,13,16.0,3,11,3,9,4.0,Low,Excellent
1901,19,Travel_Rarely,Research & Development,Male,Junior Level,Research Scientist,Single,160640,1.0,15,1.0,3,1,0,0,1.0,High,Excellent
1902,20,Travel_Rarely,Research & Development,Female,Mid Level,Laboratory Technician,Single,27070,1.0,11,1.0,2,1,0,0,1.0,High,Excellent
1903,31,Travel_Rarely,Research & Development,Male,Senior Level,Research Director,Married,190680,0.0,12,10.0,1,9,8,5,inf,High,Excellent
1904,40,Travel_Frequently,Sales,Male,Entry Level,Research Scientist,Divorced,39310,8.0,19,3.0,2,1,0,0,0.375,Medium,Excellent
1905,32,Travel_Rarely,Research & Development,Male,Senior Level,Laboratory Technician,Married,37300,1.0,25,8.0,4,8,6,3,8.0,High,Outstanding
1906,36,Travel_Rarely,Research & Development,Male,Mid Level,Sales Executive,Married,22320,1.0,12,16.0,2,16,3,7,16.0,High,Excellent
1907,33,Travel_Rarely,Research & Development,Female,Senior Level,Manufacturing Director,Single,44650,0.0,13,6.0,3,5,1,4,inf,High,Excellent
1908,37,Travel_Rarely,Sales,Female,Mid Level,Human Resources,Married,30720,5.0,14,17.0,3,14,11,7,3.4,Medium,Excellent
1909,45,Non-Travel,Research & Development,Male,Junior Level,Sales Executive,Married,33190,1.0,12,9.0,3,9,0,8,9.0,High,Excellent
1910,29,Travel_Frequently,Research & Development,Male,Entry Level,Sales Representative,Married,192020,1.0,12,3.0,5,3,0,2,3.0,High,Excellent
1911,35,Travel_Rarely,Human Resources,Male,Mid Level,Laboratory Technician,Married,136750,1.0,15,5.0,5,5,1,0,5.0,Medium,Excellent
1912,52,Travel_Rarely,Research & Development,Male,Entry Level,Laboratory Technician,Married,29110,2.0,17,26.0,3,9,7,8,13.0,High,Excellent
1913,58,Travel_Rarely,Sales,Female,Senior Level,Sales Executive,Single,59570,4.0,14,7.0,2,1,0,0,1.75,Low,Excellent
1914,53,Travel_Rarely,Research & Development,Male,Entry Level,Manager,Divorced,39200,6.0,16,22.0,3,17,15,2,3.6666666666666665,High,Excellent
1915,30,Travel_Rarely,Sales,Male,Entry Level,Sales Executive,Divorced,64340,5.0,14,10.0,3,8,7,7,2.0,Medium,Excellent
1916,38,Non-Travel,Sales,Male,Junior Level,Research Director,Single,100480,1.0,23,6.0,2,5,1,3,6.0,High,Outstanding
1917,35,Travel_Rarely,Sales,Female,Junior Level,Healthcare Representative,Divorced,109380,6.0,14,12.0,2,10,0,8,2.0,Low,Excellent
1918,39,Travel_Rarely,Sales,Male,Junior Level,Research Scientist,Single,23400,0.0,11,9.0,2,8,0,7,inf,Medium,Excellent
1919,40,Non-Travel,Research & Development,Male,Entry Level,Human Resources,Single,65450,4.0,15,22.0,2,1,0,0,5.5,High,Excellent
1920,47,Travel_Frequently,Research & Development,Male,Mid Level,Sales Executive,Divorced,69310,1.0,11,20.0,3,19,2,7,20.0,High,Excellent
1921,36,Non-Travel,Sales,Male,Junior Level,Research Scientist,Divorced,48980,4.0,13,12.0,3,7,0,7,3.0,High,Excellent
1922,31,Non-Travel,Research & Development,Male,Junior Level,Research Scientist,Single,25930,0.0,21,4.0,2,3,1,2,inf,High,Outstanding
1923,33,Non-Travel,Sales,Male,Senior Level,Research Director,Single,194360,1.0,19,10.0,4,10,6,0,10.0,High,Excellent
1924,29,Travel_Rarely,Human Resources,Male,Entry Level,Sales Executive,Single,27230,6.0,11,3.0,2,0,0,0,0.5,Medium,Excellent
1925,33,Travel_Rarely,Research & Development,Male,Junior Level,Laboratory Technician,Single,34790,3.0,12,5.0,3,3,0,2,1.6666666666666667,High,Excellent
1926,45,Travel_Rarely,Research & Development,Female,Mid Level,Healthcare Representative,Divorced,27940,3.0,19,8.0,2,5,0,2,2.6666666666666665,High,Excellent
1927,50,Travel_Rarely,Sales,Female,Entry Level,Manufacturing Director,Divorced,52490,9.0,21,32.0,2,5,1,3,3.5555555555555554,Medium,Outstanding
1928,33,Travel_Frequently,Sales,Male,Junior Level,Human Resources,Married,21760,1.0,14,6.0,2,6,1,2,6.0,Medium,Excellent
1929,41,Travel_Frequently,Sales,Male,Entry Level,Laboratory Technician,Divorced,168720,2.0,15,21.0,2,18,0,11,10.5,High,Excellent
1930,27,Travel_Rarely,Research & Development,Male,Junior Level,Manufacturing Director,Married,34850,9.0,17,4.0,2,2,2,2,0.4444444444444444,High,Excellent
1931,45,Non-Travel,Sales,Female,Entry Level,Sales Executive,Married,66440,1.0,12,9.0,3,9,0,8,9.0,Very High,Excellent
1932,47,Travel_Rarely,Sales,Female,Junior Level,Research Scientist,Single,55820,1.0,16,9.0,3,9,0,7,9.0,High,Excellent
1933,30,Travel_Rarely,Sales,Male,Junior Level,Healthcare Representative,Married,40000,4.0,12,7.0,5,5,0,1,1.75,Medium,Excellent
1934,50,Travel_Rarely,Research & Development,Female,Junior Level,Sales Executive,Married,134960,3.0,18,22.0,3,12,1,5,7.333333333333333,High,Excellent
1935,38,Travel_Frequently,Research & Development,Male,Entry Level,Manufacturing Director,Married,32100,0.0,17,3.0,5,2,0,2,inf,Medium,Excellent
1936,46,Travel_Rarely,Research & Development,Female,Mid Level,Human Resources,Divorced,190450,6.0,11,13.0,2,8,0,7,2.1666666666666665,High,Excellent
1937,24,Travel_Rarely,Sales,Female,Entry Level,Healthcare Representative,Divorced,118490,1.0,16,5.0,3,4,3,2,5.0,High,Excellent
1938,35,Travel_Rarely,Sales,Male,Mid Level,Healthcare Representative,Divorced,20700,1.0,13,5.0,1,4,0,2,5.0,Medium,Excellent
1939,31,Travel_Frequently,Research & Development,Male,Junior Level,Sales Executive,Married,65020,1.0,12,4.0,3,4,0,3,4.0,High,Excellent
1940,18,Non-Travel,Sales,Male,Junior Level,Manager,Single,32300,1.0,12,0.0,3,0,0,0,0.0,High,Excellent
1941,54,Travel_Rarely,Sales,Female,Entry Level,Laboratory Technician,Married,136030,8.0,13,22.0,2,10,0,8,2.75,High,Excellent
1942,35,Travel_Rarely,Research & Development,Female,Entry Level,Manufacturing Director,Divorced,119960,1.0,19,16.0,3,16,10,1,16.0,High,Excellent
1943,30,Travel_Rarely,Research & Development,Female,Executive,Healthcare Representative,Married,56050,0.0,12,9.0,0,8,1,7,inf,Medium,Excellent
1944,20,Travel_Rarely,Research & Development,Female,Junior Level,Research Scientist,Single,63970,1.0,17,1.0,3,1,0,0,1.0,High,Excellent
1945,30,Travel_Frequently,Research & Development,Male,Entry Level,Sales Executive,Single,191440,0.0,11,4.0,3,3,1,2,inf,High,Excellent
1946,26,Travel_Rarely,Sales,Female,Junior Level,Research Scientist,Married,175840,1.0,20,8.0,2,8,1,3,8.0,High,Outstanding
1947,22,Travel_Rarely,Research & Development,Male,Junior Level,Sales Representative,Married,49070,1.0,21,4.0,2,4,1,1,4.0,High,Outstanding
1948,48,Travel_Rarely,Human Resources,Male,Junior Level,Sales Executive,Single,45540,2.0,11,19.0,3,2,2,2,9.5,High,Excellent
1949,48,Travel_Rarely,Sales,Male,Entry Level,Research Director,Single,54150,7.0,11,27.0,1,15,4,8,3.857142857142857,High,Excellent
1950,41,Travel_Rarely,Research & Development,Male,Junior Level,Research Scientist,Single,47410,6.0,16,8.0,3,2,2,1,1.3333333333333333,High,Excellent
1951,39,Travel_Rarely,Sales,Male,Mid Level,Human Resources,Married,21150,1.0,18,21.0,3,21,11,8,21.0,Very High,Excellent
1952,27,Travel_Rarely,Research & Development,Male,Junior Level,Human Resources,Married,31610,0.0,13,4.0,0,3,2,2,inf,High,Excellent
1953,35,Travel_Rarely,Sales,Male,Executive,Sales Executive,Divorced,57450,1.0,17,3.0,4,3,1,2,3.0,High,Excellent
1954,42,Travel_Rarely,Research & Development,Male,Entry Level,Research Scientist,Married,23730,6.0,14,21.0,3,1,0,0,3.5,Very High,Excellent
1955,50,Travel_Rarely,Sales,Male,Junior Level,Sales Executive,Married,33100,4.0,22,8.0,3,1,0,0,2.0,Very High,Outstanding
1956,59,Travel_Rarely,Research & Development,Female,Executive,Laboratory Technician,Single,186650,3.0,12,30.0,3,5,4,3,10.0,Medium,Excellent
1957,37,Travel_Rarely,Sales,Male,Junior Level,Laboratory Technician,Married,44850,5.0,11,15.0,2,1,0,0,3.0,Very High,Excellent
1958,55,Travel_Frequently,Research & Development,Female,Junior Level,Sales Executive,Married,27890,3.0,13,17.0,2,8,6,7,5.666666666666667,Medium,Excellent
1959,41,Non-Travel,Research & Development,Male,Junior Level,Research Scientist,Divorced,58280,1.0,13,21.0,0,21,5,10,21.0,High,Excellent
1960,38,Travel_Rarely,Research & Development,Female,Entry Level,Laboratory Technician,Single,23260,8.0,14,19.0,3,1,0,0,2.375,Very High,Excellent
1961,26,Non-Travel,Research & Development,Female,Entry Level,Manufacturing Director,Single,135250,8.0,17,7.0,4,2,2,2,0.875,Medium,Excellent
1962,52,Travel_Rarely,Research & Development,Female,Senior Level,Human Resources,Married,14200,1.0,13,33.0,2,32,6,9,33.0,Very High,Excellent
1963,44,Travel_Rarely,Research & Development,Female,Entry Level,Healthcare Representative,Married,80200,3.0,11,23.0,2,12,11,11,7.666666666666667,High,Excellent
1964,50,Non-Travel,Human Resources,Male,Entry Level,Laboratory Technician,Married,36880,0.0,11,19.0,3,18,0,13,inf,Medium,Excellent
1965,36,Travel_Rarely,Sales,Male,Senior Level,Sales Executive,Single,54820,1.0,18,18.0,3,17,15,14,18.0,High,Excellent
1966,39,Travel_Frequently,Sales,Male,Entry Level,Sales Executive,Single,160150,1.0,11,21.0,3,21,2,8,21.0,Very High,Excellent
1967,33,Non-Travel,Sales,Male,Executive,Sales Representative,Single,12000,0.0,11,3.0,3,2,2,2,inf,High,Excellent
1968,45,Travel_Rarely,Research & Development,Male,Entry Level,Human Resources,Married,56610,3.0,12,26.0,2,9,1,1,8.666666666666666,Medium,Excellent
