EmployeeID,Age,BusinessTravel,Department,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Avg_Working_Time,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance
1835,32,Travel_Rarely,Research & Development,Female,Senior Level,Sales Executive,Divorced,30380,2.0,20,8.0,3,5,0,3,4.0,Medium,Very High,Good
1836,30,Travel_Frequently,Research & Development,Male,Executive,Sales Representative,Divorced,30580,9.0,14,10.0,2,5,0,3,1.1111111111111112,Medium,Very High,Good
1837,53,Travel_Rarely,Sales,Male,Senior Level,Sales Executive,Married,23250,7.0,18,35.0,1,5,0,4,5.0,Low,Very High,Better
1838,45,Travel_Rarely,Research & Development,Male,Junior Level,Healthcare Representative,Divorced,20880,4.0,15,18.0,2,5,0,2,4.5,Very High,Low,Better
1839,32,Travel_Rarely,Sales,Female,Entry Level,Human Resources,Married,30720,5.0,12,9.0,4,5,1,3,1.8,High,High,Good
1840,52,Travel_Frequently,Research & Development,Male,Junior Level,Laboratory Technician,Married,50060,3.0,16,31.0,2,9,0,0,10.333333333333334,High,Very High,Better
1841,37,Travel_Rarely,Sales,Female,Senior Level,Laboratory Technician,Divorced,42570,4.0,15,9.0,2,1,0,0,2.25,Very High,High,Better
1842,28,Travel_Rarely,Research & Development,Female,Entry Level,Healthcare Representative,Divorced,25000,1.0,16,6.0,3,5,0,4,6.0,Medium,Very High,Better
1843,22,Travel_Rarely,Research & Development,Male,Entry Level,Sales Representative,Married,11020,6.0,19,4.0,3,2,2,2,0.6666666666666666,Very High,Very High,Bad
1844,44,Travel_Rarely,Research & Development,Female,Entry Level,Laboratory Technician,Married,104530,2.0,11,10.0,2,3,0,2,5.0,Low,Very High,Good
1845,42,Travel_Frequently,Sales,Female,Junior Level,Laboratory Technician,Single,22880,5.0,16,8.0,4,2,2,2,1.6,Medium,Very High,Better
1846,36,Travel_Rarely,Research & Development,Male,Junior Level,Research Scientist,Married,39290,0.0,24,6.0,6,5,0,3,inf,Low,Low,Better
1847,25,Travel_Rarely,Sales,Female,Entry Level,Laboratory Technician,Married,23110,1.0,11,5.0,2,5,0,3,5.0,High,Low,Better
1848,35,Travel_Rarely,Research & Development,Female,Entry Level,Healthcare Representative,Married,31400,1.0,13,17.0,2,17,5,15,17.0,Very High,High,Better
1849,35,Travel_Frequently,Sales,Female,Entry Level,Laboratory Technician,Divorced,36900,1.0,13,10.0,2,10,7,8,10.0,Very High,Medium,
1850,32,Non-Travel,Research & Development,Male,Entry Level,Sales Executive,Divorced,44500,0.0,13,4.0,3,3,0,2,inf,Very High,Very High,Better
1851,25,Travel_Rarely,Sales,Female,Senior Level,Research Scientist,Married,27560,1.0,12,5.0,2,5,0,3,5.0,High,Low,Best
1852,49,Travel_Rarely,Sales,Female,Junior Level,Sales Representative,Married,190330,2.0,18,7.0,5,4,0,2,3.5,High,Low,Better
1853,24,Non-Travel,Research & Development,Male,Junior Level,Healthcare Representative,Married,187220,0.0,22,6.0,3,5,3,4,inf,Low,Very High,Good
1854,32,Travel_Frequently,Research & Development,Male,Entry Level,Research Scientist,Married,95470,1.0,13,10.0,3,10,5,3,10.0,Medium,Medium,Better
1855,38,Travel_Rarely,Sales,Male,Entry Level,Sales Executive,Married,137340,0.0,13,3.0,3,2,1,2,inf,Medium,Medium,Better
1856,42,Travel_Rarely,Research & Development,Female,Junior Level,Research Scientist,Married,199990,2.0,23,17.0,6,5,1,3,8.5,High,Very High,Good
1857,31,Travel_Rarely,Research & Development,Female,Mid Level,Sales Executive,Married,22790,3.0,12,8.0,3,6,0,2,2.6666666666666665,Very High,Very High,Better
1858,29,Travel_Rarely,Sales,Male,Mid Level,Laboratory Technician,Divorced,59160,6.0,12,5.0,2,3,0,2,0.8333333333333334,Medium,High,Better
1859,53,Travel_Rarely,Research & Development,Male,Entry Level,Sales Representative,Married,20890,5.0,16,28.0,2,2,2,2,5.6,Low,Very High,Better
1860,35,Travel_Rarely,Research & Development,Male,Mid Level,Healthcare Representative,Married,167920,3.0,12,16.0,3,13,4,8,5.333333333333333,Very High,Medium,Better
1861,37,Travel_Frequently,Research & Development,Female,Mid Level,Human Resources,Married,35640,5.0,11,10.0,1,5,0,0,2.0,High,Very High,Better
1862,53,Travel_Rarely,Research & Development,Male,Entry Level,Sales Executive,Single,44250,6.0,22,33.0,2,12,3,8,5.5,Very High,Very High,Better
1863,43,Travel_Frequently,Research & Development,Male,Entry Level,Laboratory Technician,Married,52650,4.0,11,12.0,4,5,2,2,3.0,Very High,Very High,Good
1864,47,Travel_Rarely,Sales,Female,Mid Level,Research Director,Married,65530,0.0,15,8.0,2,7,7,7,inf,High,Very High,Better
1865,37,Non-Travel,Research & Development,Female,Junior Level,Research Scientist,Single,62610,1.0,12,10.0,1,10,0,9,10.0,Low,Medium,Better
1866,50,Non-Travel,Research & Development,Female,Entry Level,Laboratory Technician,Divorced,42980,1.0,20,31.0,6,31,14,7,31.0,Low,Low,Better
1867,39,Travel_Rarely,Research & Development,Female,Mid Level,Human Resources,Married,68040,8.0,14,13.0,3,5,0,4,1.625,Very High,Very High,Better
1868,33,Travel_Rarely,Sales,Male,Junior Level,Manufacturing Director,Divorced,38150,3.0,11,7.0,3,4,0,3,2.3333333333333335,Very High,Medium,Best
1869,32,Travel_Rarely,Research & Development,Female,Entry Level,Laboratory Technician,Single,27410,1.0,15,1.0,5,1,0,1,1.0,Low,Very High,Bad
1870,29,Travel_Rarely,Research & Development,Female,Senior Level,Healthcare Representative,Divorced,66730,6.0,12,8.0,2,4,0,3,1.3333333333333333,Low,Very High,Better
1871,44,Travel_Rarely,Research & Development,Male,Junior Level,Manufacturing Director,Married,76390,1.0,14,8.0,6,8,7,1,8.0,Medium,Low,Better
1872,28,Travel_Rarely,Sales,Female,Entry Level,Research Scientist,Single,23280,1.0,11,4.0,3,4,0,2,4.0,Low,Very High,Better
1873,58,Travel_Frequently,Sales,Male,Entry Level,Sales Executive,Divorced,21530,9.0,11,3.0,3,1,0,0,0.3333333333333333,Very High,Very High,Good
1874,43,Travel_Rarely,Sales,Male,Junior Level,Sales Executive,Divorced,48760,4.0,16,4.0,4,1,0,0,1.0,Low,Medium,Best
1875,20,Travel_Rarely,Research & Development,Male,Junior Level,Sales Executive,Single,93960,1.0,12,2.0,6,2,0,2,2.0,High,High,Good
1876,21,Travel_Rarely,Research & Development,Male,Junior Level,Sales Executive,Single,104000,1.0,13,1.0,2,1,0,0,1.0,Very High,Very High,Good
1877,36,Travel_Rarely,Research & Development,Male,Entry Level,Laboratory Technician,Married,84740,0.0,14,17.0,3,16,4,11,inf,High,Very High,Good
1878,47,Travel_Rarely,Research & Development,Male,Junior Level,Manufacturing Director,Single,99810,1.0,21,3.0,3,3,1,2,3.0,Very High,Very High,Good
1879,22,Travel_Rarely,Research & Development,Female,Entry Level,Laboratory Technician,Married,124900,0.0,13,4.0,3,3,0,2,inf,Medium,High,Best
1880,41,Travel_Rarely,Research & Development,Female,Junior Level,Sales Executive,Divorced,26570,4.0,11,10.0,3,7,1,0,2.5,Medium,Very High,Good
1881,28,Travel_Rarely,Research & Development,Female,Mid Level,Manager,Divorced,135910,5.0,20,6.0,2,2,2,2,1.2,High,High,Better
1882,39,Travel_Rarely,Research & Development,Female,Senior Level,Human Resources,Married,66960,7.0,11,8.0,3,2,2,2,1.1428571428571428,Very High,Low,Bad
1883,27,Travel_Rarely,Research & Development,Male,Entry Level,Research Scientist,Single,20580,1.0,14,1.0,5,1,0,0,1.0,Medium,High,Better
1884,34,Travel_Rarely,Research & Development,Male,Junior Level,Human Resources,Divorced,88650,1.0,11,1.0,0,1,1,0,1.0,Medium,Medium,Better
1885,42,Travel_Rarely,Sales,Male,Junior Level,Human Resources,Single,59400,7.0,16,10.0,2,5,0,3,1.4285714285714286,High,High,Better
1886,33,Travel_Rarely,Sales,Female,Entry Level,Sales Executive,Single,59140,3.0,16,6.0,4,3,0,2,2.0,High,Low,Better
1887,58,Travel_Rarely,Research & Development,Male,Entry Level,Research Scientist,Divorced,26220,2.0,23,24.0,3,6,0,4,12.0,High,Medium,Better
1888,31,Travel_Rarely,Sales,Female,Entry Level,Sales Representative,Married,121850,3.0,14,13.0,2,7,5,2,4.333333333333333,Medium,High,Best
1889,35,Travel_Rarely,Research & Development,Male,Mid Level,Healthcare Representative,Married,106090,1.0,22,10.0,3,10,0,7,10.0,Very High,Very High,Bad
1890,49,Travel_Rarely,Research & Development,Female,Junior Level,Sales Executive,Married,43450,4.0,15,29.0,3,26,1,7,7.25,Low,Medium,Good
1891,48,Travel_Rarely,Research & Development,Male,Entry Level,Research Scientist,Married,21770,4.0,18,13.0,4,0,0,0,3.25,Very High,High,Good
1892,31,Non-Travel,Research & Development,Female,Junior Level,Sales Executive,Married,27930,1.0,16,9.0,4,9,0,0,9.0,Very High,High,Good
1893,36,Travel_Rarely,Human Resources,Male,Entry Level,Sales Executive,Single,79180,2.0,12,8.0,3,6,0,1,4.0,Medium,Very High,Better
1894,38,Travel_Rarely,Sales,Male,Junior Level,Sales Executive,Married,87890,1.0,11,15.0,4,15,5,11,15.0,Very High,Low,Better
1895,32,Non-Travel,Sales,Male,Entry Level,Laboratory Technician,Married,23890,6.0,12,5.0,4,3,0,2,0.8333333333333334,High,Medium,Better
1896,25,Travel_Rarely,Research & Development,Male,Entry Level,Sales Executive,Married,32120,1.0,15,1.0,3,1,0,0,1.0,High,Medium,Better
1897,40,Travel_Rarely,Research & Development,Male,Junior Level,Research Scientist,Divorced,192320,2.0,14,11.0,3,1,0,0,5.5,Low,Medium,Good
1898,26,Travel_Frequently,Sales,Male,Junior Level,Healthcare Representative,Single,22670,1.0,19,7.0,2,7,0,7,7.0,High,Low,Better
1899,41,Travel_Rarely,Research & Development,Male,Entry Level,Research Scientist,Single,195170,2.0,13,20.0,5,18,2,17,10.0,Very High,Low,Better
1900,36,Travel_Rarely,Research & Development,Female,Junior Level,Healthcare Representative,Single,24360,4.0,13,16.0,3,11,3,9,4.0,High,High,Better
1901,19,Travel_Rarely,Research & Development,Male,Junior Level,Research Scientist,Single,160640,1.0,15,1.0,3,1,0,0,1.0,Very High,Medium,Best
1902,20,Travel_Rarely,Research & Development,Female,Mid Level,Laboratory Technician,Single,27070,1.0,11,1.0,2,1,0,0,1.0,Low,Low,Better
1903,31,Travel_Rarely,Research & Development,Male,Senior Level,Research Director,Married,190680,0.0,12,10.0,1,9,8,5,inf,Very High,Very High,Bad
1904,40,Travel_Frequently,Sales,Male,Entry Level,Research Scientist,Divorced,39310,8.0,19,3.0,2,1,0,0,0.375,Very High,Medium,Better
1905,32,Travel_Rarely,Research & Development,Male,Senior Level,Laboratory Technician,Married,37300,1.0,25,8.0,4,8,6,3,8.0,High,Low,Best
1906,36,Travel_Rarely,Research & Development,Male,Mid Level,Sales Executive,Married,22320,1.0,12,16.0,2,16,3,7,16.0,High,Very High,Better
1907,33,Travel_Rarely,Research & Development,Female,Senior Level,Manufacturing Director,Single,44650,0.0,13,6.0,3,5,1,4,inf,Medium,Very High,Better
1908,37,Travel_Rarely,Sales,Female,Mid Level,Human Resources,Married,30720,5.0,14,17.0,3,14,11,7,3.4,Low,High,Bad
1909,45,Non-Travel,Research & Development,Male,Junior Level,Sales Executive,Married,33190,1.0,12,9.0,3,9,0,8,9.0,High,Medium,Good
1910,29,Travel_Frequently,Research & Development,Male,Entry Level,Sales Representative,Married,192020,1.0,12,3.0,5,3,0,2,3.0,High,,Better
1911,35,Travel_Rarely,Human Resources,Male,Mid Level,Laboratory Technician,Married,136750,1.0,15,5.0,5,5,1,0,5.0,High,High,Better
1912,52,Travel_Rarely,Research & Development,Male,Entry Level,Laboratory Technician,Married,29110,2.0,17,26.0,3,9,7,8,13.0,Very High,Very High,
1913,58,Travel_Rarely,Sales,Female,Senior Level,Sales Executive,Single,59570,4.0,14,7.0,2,1,0,0,1.75,Very High,High,Better
1914,53,Travel_Rarely,Research & Development,Male,Entry Level,Manager,Divorced,39200,6.0,16,22.0,3,17,15,2,3.6666666666666665,High,High,Best
1915,30,Travel_Rarely,Sales,Male,Entry Level,Sales Executive,Divorced,64340,5.0,14,10.0,3,8,7,7,2.0,High,High,Best
1916,38,Non-Travel,Sales,Male,Junior Level,Research Director,Single,100480,1.0,23,6.0,2,5,1,3,6.0,High,Very High,Better
1917,35,Travel_Rarely,Sales,Female,Junior Level,Healthcare Representative,Divorced,109380,6.0,14,12.0,2,10,0,8,2.0,Very High,Very High,Better
1918,39,Travel_Rarely,Sales,Male,Junior Level,Research Scientist,Single,23400,0.0,11,9.0,2,8,0,7,inf,Low,High,Better
1919,40,Non-Travel,Research & Development,Male,Entry Level,Human Resources,Single,65450,4.0,15,22.0,2,1,0,0,5.5,Medium,Medium,Good
1920,47,Travel_Frequently,Research & Development,Male,Mid Level,Sales Executive,Divorced,69310,1.0,11,20.0,3,19,2,7,20.0,High,High,Best
1921,36,Non-Travel,Sales,Male,Junior Level,Research Scientist,Divorced,48980,4.0,13,12.0,3,7,0,7,3.0,Low,Very High,Better
1922,31,Non-Travel,Research & Development,Male,Junior Level,Research Scientist,Single,25930,0.0,21,4.0,2,3,1,2,inf,High,Low,Better
1923,33,Non-Travel,Sales,Male,Senior Level,Research Director,Single,194360,1.0,19,10.0,4,10,6,0,10.0,Very High,High,Better
1924,29,Travel_Rarely,Human Resources,Male,Entry Level,Sales Executive,Single,27230,6.0,11,3.0,2,0,0,0,0.5,Very High,Low,Better
1925,33,Travel_Rarely,Research & Development,Male,Junior Level,Laboratory Technician,Single,34790,3.0,12,5.0,3,3,0,2,1.6666666666666667,Medium,Very High,Better
1926,45,Travel_Rarely,Research & Development,Female,Mid Level,Healthcare Representative,Divorced,27940,3.0,19,8.0,2,5,0,2,2.6666666666666665,Very High,Very High,Better
1927,50,Travel_Rarely,Sales,Female,Entry Level,Manufacturing Director,Divorced,52490,9.0,21,32.0,2,5,1,3,3.5555555555555554,Very High,Very High,Good
1928,33,Travel_Frequently,Sales,Male,Junior Level,Human Resources,Married,21760,1.0,14,6.0,2,6,1,2,6.0,High,Medium,Better
1929,41,Travel_Frequently,Sales,Male,Entry Level,Laboratory Technician,Divorced,168720,2.0,15,21.0,2,18,0,11,10.5,Low,High,Best
1930,27,Travel_Rarely,Research & Development,Male,Junior Level,Manufacturing Director,Married,34850,9.0,17,4.0,2,2,2,2,0.4444444444444444,High,Medium,Better
1931,45,Non-Travel,Sales,Female,Entry Level,Sales Executive,Married,66440,1.0,12,9.0,3,9,0,8,9.0,Very High,Low,Better
1932,47,Travel_Rarely,Sales,Female,Junior Level,Research Scientist,Single,55820,1.0,16,9.0,3,9,0,7,9.0,Very High,Very High,Better
1933,30,Travel_Rarely,Sales,Male,Junior Level,Healthcare Representative,Married,40000,4.0,12,7.0,5,5,0,1,1.75,Low,High,Better
1934,50,Travel_Rarely,Research & Development,Female,Junior Level,Sales Executive,Married,134960,3.0,18,22.0,3,12,1,5,7.333333333333333,Very High,High,Better
1935,38,Travel_Frequently,Research & Development,Male,Entry Level,Manufacturing Director,Married,32100,0.0,17,3.0,5,2,0,2,inf,High,High,Good
1936,46,Travel_Rarely,Research & Development,Female,Mid Level,Human Resources,Divorced,190450,6.0,11,13.0,2,8,0,7,2.1666666666666665,Very High,High,Better
1937,24,Travel_Rarely,Sales,Female,Entry Level,Healthcare Representative,Divorced,118490,1.0,16,5.0,3,4,3,2,5.0,Very High,High,Better
1938,35,Travel_Rarely,Sales,Male,Mid Level,Healthcare Representative,Divorced,20700,1.0,13,5.0,1,4,0,2,5.0,High,Medium,Bad
1939,31,Travel_Frequently,Research & Development,Male,Junior Level,Sales Executive,Married,65020,1.0,12,4.0,3,4,0,3,4.0,High,Low,Better
1940,18,Non-Travel,Sales,Male,Junior Level,Manager,Single,32300,1.0,12,0.0,3,0,0,0,0.0,Medium,Very High,Better
1941,54,Travel_Rarely,Sales,Female,Entry Level,Laboratory Technician,Married,136030,8.0,13,22.0,2,10,0,8,2.75,High,High,Better
1942,35,Travel_Rarely,Research & Development,Female,Entry Level,Manufacturing Director,Divorced,119960,1.0,19,16.0,3,16,10,1,16.0,High,High,Good
1943,30,Travel_Rarely,Research & Development,Female,Executive,Healthcare Representative,Married,56050,0.0,12,9.0,0,8,1,7,inf,Medium,Low,Good
1944,20,Travel_Rarely,Research & Development,Female,Junior Level,Research Scientist,Single,63970,1.0,17,1.0,3,1,0,0,1.0,Very High,Low,Better
1945,30,Travel_Frequently,Research & Development,Male,Entry Level,Sales Executive,Single,191440,0.0,11,4.0,3,3,1,2,inf,Medium,Medium,Better
1946,26,Travel_Rarely,Sales,Female,Junior Level,Research Scientist,Married,175840,1.0,20,8.0,2,8,1,3,8.0,Very High,Very High,Better
1947,22,Travel_Rarely,Research & Development,Male,Junior Level,Sales Representative,Married,49070,1.0,21,4.0,2,4,1,1,4.0,Medium,Low,Good
1948,48,Travel_Rarely,Human Resources,Male,Junior Level,Sales Executive,Single,45540,2.0,11,19.0,3,2,2,2,9.5,Low,High,Better
1949,48,Travel_Rarely,Sales,Male,Entry Level,Research Director,Single,54150,7.0,11,27.0,1,15,4,8,3.857142857142857,High,High,Better
1950,41,Travel_Rarely,Research & Development,Male,Junior Level,Research Scientist,Single,47410,6.0,16,8.0,3,2,2,1,1.3333333333333333,Very High,High,Better
1951,39,Travel_Rarely,Sales,Male,Mid Level,Human Resources,Married,21150,1.0,18,21.0,3,21,11,8,21.0,Very High,Very High,Better
1952,27,Travel_Rarely,Research & Development,Male,Junior Level,Human Resources,Married,31610,0.0,13,4.0,0,3,2,2,inf,Low,Very High,Better
1953,35,Travel_Rarely,Sales,Male,Executive,Sales Executive,Divorced,57450,1.0,17,3.0,4,3,1,2,3.0,Medium,Very High,Good
1954,42,Travel_Rarely,Research & Development,Male,Entry Level,Research Scientist,Married,23730,6.0,14,21.0,3,1,0,0,3.5,Very High,High,
1955,50,Travel_Rarely,Sales,Male,Junior Level,Sales Executive,Married,33100,4.0,22,8.0,3,1,0,0,2.0,Low,Very High,Better
1956,59,Travel_Rarely,Research & Development,Female,Executive,Laboratory Technician,Single,186650,3.0,12,30.0,3,5,4,3,10.0,High,Very High,Better
1957,37,Travel_Rarely,Sales,Male,Junior Level,Laboratory Technician,Married,44850,5.0,11,15.0,2,1,0,0,3.0,Low,Medium,Bad
1958,55,Travel_Frequently,Research & Development,Female,Junior Level,Sales Executive,Married,27890,3.0,13,17.0,2,8,6,7,5.666666666666667,High,Medium,Better
1959,41,Non-Travel,Research & Development,Male,Junior Level,Research Scientist,Divorced,58280,1.0,13,21.0,0,21,5,10,21.0,Medium,High,Better
1960,38,Travel_Rarely,Research & Development,Female,Entry Level,Laboratory Technician,Single,23260,8.0,14,19.0,3,1,0,0,2.375,Medium,Very High,Better
1961,26,Non-Travel,Research & Development,Female,Entry Level,Manufacturing Director,Single,135250,8.0,17,7.0,4,2,2,2,0.875,Medium,Low,Better
1962,52,Travel_Rarely,Research & Development,Female,Senior Level,Human Resources,Married,14200,1.0,13,33.0,2,32,6,9,33.0,Low,Very High,Better
1963,44,Travel_Rarely,Research & Development,Female,Entry Level,Healthcare Representative,Married,80200,3.0,11,23.0,2,12,11,11,7.666666666666667,Very High,Very High,Better
1964,50,Non-Travel,Human Resources,Male,Entry Level,Laboratory Technician,Married,36880,0.0,11,19.0,3,18,0,13,inf,Very High,High,Better
1965,36,Travel_Rarely,Sales,Male,Senior Level,Sales Executive,Single,54820,1.0,18,18.0,3,17,15,14,18.0,High,Low,Better
1966,39,Travel_Frequently,Sales,Male,Entry Level,Sales Executive,Single,160150,1.0,11,21.0,3,21,2,8,21.0,Very High,Low,Better
1967,33,Non-Travel,Sales,Male,Executive,Sales Representative,Single,12000,0.0,11,3.0,3,2,2,2,inf,Medium,Very High,Good
1968,45,Travel_Rarely,Research & Development,Male,Entry Level,Human Resources,Married,56610,3.0,12,26.0,2,9,1,1,8.666666666666666,Very High,Very High,Best
1969,32,Non-Travel,Research & Development,Male,Junior Level,Manager,Single,69290,9.0,20,10.0,6,8,7,7,1.1111111111111112,Very High,High,Better
1970,34,Travel_Rarely,Sales,Male,Junior Level,Research Director,Divorced,96130,0.0,12,16.0,5,15,0,9,inf,Medium,Very High,Good
1971,59,Travel_Rarely,Research & Development,Male,Junior Level,Research Scientist,Married,56740,3.0,12,14.0,6,6,0,4,4.666666666666667,Medium,Very High,Bad
1972,45,Travel_Rarely,Research & Development,Male,Junior Level,Sales Executive,Single,54840,1.0,20,6.0,6,6,0,4,6.0,Medium,Medium,Better
1973,53,Travel_Frequently,Sales,Male,Junior Level,Research Scientist,Married,120610,2.0,20,30.0,2,15,6,12,15.0,High,Medium,Better
1974,36,Travel_Rarely,Research & Development,Female,Entry Level,Research Scientist,Divorced,56600,7.0,12,9.0,3,1,0,0,1.2857142857142858,Low,High,Good
1975,26,Travel_Frequently,Sales,Male,Junior Level,Research Scientist,Married,48210,6.0,14,6.0,2,3,1,2,1.0,Low,Low,Better
1976,34,Travel_Rarely,Research & Development,Male,Entry Level,Sales Representative,Married,64100,1.0,13,1.0,5,1,0,0,1.0,High,High,Better
1977,28,Travel_Rarely,Research & Development,Male,Junior Level,Sales Representative,Married,52100,1.0,15,1.0,1,1,0,0,1.0,Very High,Medium,Better
1978,38,Travel_Frequently,Sales,Male,Junior Level,Research Scientist,Married,26950,3.0,14,8.0,4,2,2,2,2.6666666666666665,High,High,Better
1979,50,Travel_Rarely,Research & Development,Male,Entry Level,Sales Executive,Married,118780,2.0,13,29.0,2,8,7,7,14.5,Medium,High,Good
1980,37,Travel_Rarely,Research & Development,Male,Entry Level,Laboratory Technician,Single,170680,3.0,23,8.0,6,4,0,1,2.6666666666666665,Very High,Medium,Good
1981,40,Travel_Rarely,Human Resources,Male,Executive,Sales Executive,Married,24550,1.0,15,8.0,2,7,7,5,8.0,High,Low,Good
1982,26,Travel_Frequently,Research & Development,Male,Junior Level,Laboratory Technician,Divorced,139640,1.0,11,5.0,1,5,1,3,5.0,Low,High,Better
1983,46,Travel_Rarely,Research & Development,Female,Mid Level,Research Scientist,Divorced,49410,9.0,13,23.0,2,2,2,2,2.5555555555555554,Very High,Very High,Better
1984,54,Travel_Rarely,Research & Development,Female,Junior Level,Manufacturing Director,Married,24780,6.0,11,13.0,0,9,7,0,2.1666666666666665,High,High,Better
1985,56,Travel_Frequently,Research & Development,Female,Junior Level,Manufacturing Director,Married,52280,2.0,11,18.0,4,5,0,3,9.0,Low,High,Better
1986,36,Travel_Rarely,Research & Development,Female,Junior Level,Human Resources,Single,44780,0.0,18,15.0,3,14,7,8,inf,Very High,Very High,Good
1987,55,Non-Travel,Research & Development,Female,Junior Level,Manager,Single,75470,7.0,16,31.0,2,9,6,2,4.428571428571429,High,Low,Best
1988,43,Travel_Rarely,Sales,Male,Mid Level,Research Scientist,Divorced,50550,5.0,22,18.0,2,1,0,0,3.6,High,Very High,Better
1989,20,Travel_Frequently,Sales,Male,Mid Level,Sales Executive,Single,34640,1.0,20,2.0,3,2,0,2,2.0,Very High,Very High,Better
1990,21,Travel_Rarely,Research & Development,Male,Entry Level,Manager,Single,57750,1.0,18,1.0,2,1,1,0,1.0,High,Low,Good
1991,46,Travel_Rarely,Sales,Female,Mid Level,Healthcare Representative,Divorced,89430,8.0,12,19.0,6,16,1,7,2.375,Very High,Low,Better
1992,51,Travel_Rarely,Sales,Female,Junior Level,Research Scientist,Married,192720,9.0,20,18.0,2,10,2,7,2.0,Low,High,Best
1993,28,Non-Travel,Research & Development,Female,Senior Level,Laboratory Technician,Single,52380,1.0,17,10.0,4,10,1,9,10.0,Medium,Low,Good
1994,26,Travel_Rarely,Research & Development,Female,Junior Level,Sales Executive,Married,46820,1.0,11,6.0,3,5,1,3,6.0,Low,Low,Better
1995,30,Travel_Rarely,Research & Development,Female,Entry Level,Sales Executive,Married,183000,0.0,14,7.0,6,6,0,2,inf,High,Low,Good
1996,41,Travel_Rarely,Sales,Female,Entry Level,Research Director,Married,52570,1.0,14,10.0,2,10,0,8,10.0,Medium,High,Better
1997,38,Travel_Rarely,Research & Development,Male,Entry Level,Sales Executive,Married,63490,2.5,11,20.0,3,19,1,9,8.0,High,High,Good
1998,40,Travel_Rarely,Sales,Male,Entry Level,Sales Executive,Married,48690,4.0,12,14.0,2,11,11,1,3.5,Low,Very High,Better
1999,27,Non-Travel,Sales,Female,Junior Level,Laboratory Technician,Married,99850,1.0,14,3.0,3,3,1,2,3.0,Low,High,Better
2000,55,Travel_Frequently,Research & Development,Male,Mid Level,Laboratory Technician,Married,36970,3.0,13,23.0,1,3,1,2,7.666666666666667,Very High,Medium,Better
2001,28,Travel_Rarely,Research & Development,Male,Junior Level,Healthcare Representative,Single,74570,3.0,11,10.0,1,8,1,7,3.3333333333333335,High,High,Best
2002,44,Travel_Rarely,Research & Development,Female,Junior Level,Sales Executive,Married,21190,9.0,15,24.0,3,20,3,6,2.6666666666666665,Medium,Low,Better
2003,33,Travel_Rarely,Sales,Female,Senior Level,Sales Executive,Divorced,39830,4.0,12,9.0,3,3,1,2,2.25,Very High,Very High,Better
2004,35,Travel_Rarely,Sales,Male,Mid Level,Sales Representative,Single,61180,0.0,21,9.0,3,8,4,7,inf,Very High,Low,Better
2005,33,Travel_Frequently,Research & Development,Female,Entry Level,Sales Executive,Single,62140,1.0,19,14.0,3,13,3,8,14.0,Low,High,Better
2006,28,Travel_Rarely,Human Resources,Male,Junior Level,Research Scientist,Divorced,63470,1.0,15,4.0,2,4,2,2,4.0,Low,High,Good
2007,34,Travel_Frequently,Sales,Male,Entry Level,Research Scientist,Single,115100,0.0,14,7.0,5,6,0,4,inf,Low,Very High,Good
2008,37,Travel_Rarely,Research & Development,Male,Senior Level,Sales Executive,Divorced,71430,2.0,21,8.0,6,1,0,0,4.0,Very High,Very High,Better
2009,25,Travel_Rarely,Human Resources,Female,Junior Level,Research Scientist,Married,82680,1.0,12,7.0,3,7,5,6,7.0,Very High,Very High,Best
2010,26,Travel_Rarely,Sales,Male,Junior Level,Sales Executive,Divorced,80950,1.0,15,1.0,3,1,0,0,1.0,Low,High,Good
2011,33,Travel_Rarely,Research & Development,Male,Senior Level,Manufacturing Director,Single,29040,4.0,13,5.0,2,2,2,2,1.25,Low,Medium,Better
2012,42,Travel_Rarely,Research & Development,Male,Senior Level,Research Scientist,Married,60320,0.0,14,23.0,2,22,13,7,inf,Very High,Low,Better
2013,28,Travel_Frequently,Research & Development,Male,Junior Level,Manager,Divorced,29760,1.0,14,1.0,3,1,0,0,1.0,Low,Medium,Better
2014,50,Travel_Frequently,Research & Development,Male,Junior Level,Research Scientist,Single,159920,3.0,14,5.0,3,0,0,0,1.6666666666666667,Very High,High,Better
2015,33,Travel_Frequently,Sales,Female,Junior Level,Research Scientist,Married,46490,0.0,12,4.0,2,3,0,2,inf,Very High,Medium,Better
2016,34,Non-Travel,Sales,Female,Junior Level,Research Director,Married,26960,3.0,23,6.0,3,0,0,0,2.0,High,Very High,Better
2017,48,Non-Travel,Sales,Male,Junior Level,Sales Executive,Single,23700,2.0,11,27.0,3,5,2,1,13.5,Low,Very High,
2018,45,Non-Travel,Research & Development,Female,Junior Level,Human Resources,Married,125040,1.0,12,15.0,2,15,4,12,15.0,Medium,High,Better
2019,52,Travel_Rarely,Sales,Male,Entry Level,Sales Executive,Single,59740,7.0,18,18.0,6,8,4,0,2.5714285714285716,Medium,Medium,Better
2020,38,Travel_Rarely,Research & Development,Male,Entry Level,Research Scientist,Divorced,47360,0.0,11,9.0,3,8,2,7,inf,High,High,Better
